senseval2.d000.s000.t000	3) a superior skill that you can learn by study and practice and observationIn this context, "art"
senseval2.d002.s049.t007	2) indicating the beginning unit in a seriesIn the context of the sentence, "first grade" refers to
senseval2.d002.s049.t008	1) a body of students who are taught together.In the context of the sentence, "grade" refers
senseval2.d002.s049.t010	1) the quality of being unlike or dissimilarIn the context of the sentence, "difference" refers
senseval2.d002.s049.t011	2) with little or no delay
senseval2.d002.s049.t013	1) eliminateIn the context of the sentence, "washed away" metaphorically means to eliminate
senseval2.d002.s050.t000	1) give a summary (of)In the context of the sentence, "sum up" means to give
senseval2.d002.s050.t001	1) be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about
senseval2.d002.s050.t002	1) the activities of educating or instructing; activities that impart knowledge or skill
senseval2.d002.s050.t003	1) the activities of educating or instructing; activities that impart knowledge or skill
senseval2.d002.s050.t004	1) a change for the better as a result of correcting abusesIn the context of the sentence,
senseval2.d002.s050.t005	3) have an effect or outcome; often the one desired or expectedIn the context of the sentence, "
senseval2.d002.s050.t006	3) have an effect or outcome; often the one desired or expectedIn the context of the sentence, "
senseval2.d002.s050.t007	2) relating to or characteristic of or befitting a parent.
senseval2.d002.s050.t008	1) the act of sharing in the activities of a groupIn the context of the sentence, "parental
senseval2.d002.s050.t009	1) having undesirable or negative qualities11) capable of harming14) not working
senseval2.d002.s050.t010	3) a personal viewIn the context of the sentence, "idea" refers to a concept or opinion that
senseval2.d002.s051.t000	1) a father or mother; one who begets or one who gives birth to or nurtures and raises
senseval2.d002.s051.t001	1) to a degree exceeding normal or proper limitsThe word "too" in the sentence "Par
senseval2.d002.s051.t002	1) has a good chance of being the case or of coming aboutThis definition best fits the context of the
senseval2.d002.s051.t003	1) put or pin the blame on3) attribute responsibility toBoth definitions 1 and
senseval2.d002.s051.t004	1) an educational institution2) a building where young people receive educationBoth definitions 1 and
senseval2.d002.s051.t005	1) relating to the process of educationThe term "educational" in the context of the sentence
senseval2.d002.s051.t006	2) the quality of being limited or restricted.
senseval2.d002.s051.t007	2) a human offspring (son or daughter) of any ageIn this context, "children" refers
senseval2.d002.s052.t000	1) a father or mother; one who begets or one who gives birth to or nurtures and raises
senseval2.d002.s052.t001	1) connected by participation or association or useIn the context of the sentence, "involved" refers
senseval2.d002.s052.t002	2) a human offspring (son or daughter) of any ageIn this context, "children" refers
senseval2.d002.s052.t003	1) the activities of educating or instructing; activities that impart knowledge or skillEducation, in
senseval2.d002.s052.t004	1) where you live at a particular time7) an environment offering affection and security8) a social unit
senseval2.d002.s053.t000	10) be careful or certain to do something; make certain of somethingIn the context of the sentence,
senseval2.d002.s053.t001	1) a young person of either sex4) a human offspring (son or daughter) of any age
senseval2.d002.s053.t002	11) engage in recreational activities rather than work; occupy oneself in a diversionIn
senseval2.d002.s053.t006	2) a human offspring (son or daughter) of any ageIn the given sentence, "children"
senseval2.d002.s053.t007	1) pass time in a specific way
senseval2.d002.s053.t009	2) a period of time considered as a resource under your control and sufficient to accomplish somethingIn the context of
senseval2.d002.s053.t011	1) to look at critically or searchingly, or in minute detail2) examine carefully for accuracy with the
senseval2.d002.s054.t000	1) a father or mother; one who begets or one who gives birth to or nurtures and raises
senseval2.d002.s054.t002	2) one of a number of things from which only one can be chosenIn the context of the sentence,
senseval2.d002.s054.t003	4) make a shift in or exchange ofIn the context of the sentence, "switching" refers to
senseval2.d002.s055.t000	1) a group of people living in a particular local area
senseval2.d002.s055.t001	1) the act of sharing in the activities of a groupIn the context of the sentence, "community invol
senseval2.d002.s055.t002	3) to a greater degree or extent; used with comparisonsIn the sentence "Community involvement is
senseval2.d002.s055.t003	1) inferior to another in quality or condition or desirability
senseval2.d002.s055.t004	1) the content of cognition; the main thing you are thinking aboutIn the given sentence, "idea
senseval2.d002.s056.t000	1) in or at this place; where the speaker or writer isIn the given sentence, "Here,
senseval2.d002.s057.t000	1) by a particular localityIn the given sentence, "Locally elected school boards" refers to
senseval2.d002.s057.t003	1) to a distinctly greater extent or degree than is commonIn the given sentence, "especially"
senseval2.d002.s057.t005	1) a large and densely populated urban area; may include several independent administrative districtsIn this context, "
senseval2.d002.s057.t006	1) enter or assume a certain state or condition2) undergo a change or developmentBoth definitions
senseval2.d002.s057.t007	1) having a strong desire for success or achievement.
senseval2.d002.s057.t008	1) usually; as a ruleThe word "generally" in the context of the sentence implies that the
senseval2.d002.s057.t009	1) lacking in integrityThe term "corrupt" in the context of the sentence refers to individuals who
senseval2.d002.s057.t012	1) relating to or applicable to or concerned with the administration of a city or town or district rather than a larger
senseval2.d002.s057.t013	2) a person active in party politics.This definition best fits the context of the sentence, which discusses
senseval2.d002.s057.t015	2) a person active in party politics.This definition best fits the context of the sentence, which discusses
senseval2.d002.s058.t000	1) a particular course of action intended to achieve a resultIn the given sentence, "process" refers to
senseval2.d002.s058.t001	1) make an effort or attempt
senseval2.d002.s058.t002	1) instrumentality that combines interrelated interacting artifacts designed to work as a coherent entity
senseval2.d002.s058.t003	1) an educational institutionIn the given sentence, "school" refers to an educational institution, which is a
senseval2.d002.s058.t004	2) the act of governing; exercising authority.
senseval2.d002.s058.t005	2) in spite of; notwithstandingThe word "even" in this context is used to express a
senseval2.d002.s058.t006	1) not the same one or ones already mentioned or implied; - the White QueenIn the given sentence
senseval2.d002.s058.t007	1) a large and densely populated urban area; may include several independent administrative districtsThis definition best fits the
senseval2.d002.s058.t008	1) set up or lay the groundwork forIn the context of the sentence, "institute" refers
senseval2.d002.s059.t000	1) (superlative of `many' used with count nouns and often preceded by `the')
senseval2.d002.s059.t002	1) money paid out; an amount spent
senseval2.d002.s059.t003	1) the activities of educating or instructing; activities that impart knowledge or skillThis definition encomp
senseval2.d002.s059.t005	2) the set of facts or circumstances that surround a situation or eventIn the given sentence, "circ
senseval2.d002.s059.t006	2) easy to believe on the basis of available evidenceThe word "probably" in the given sentence suggests
senseval2.d002.s059.t007	3) make or cause to be or to become5) create or manufacture a man-made product7
senseval2.d002.s059.t008	6) a vaguely specified concernIn this context, "things" refers to the general state of
senseval2.d002.s059.t009	1) inferior to another in quality or condition or desirability
senseval2.d002.s059.t010	3) (comparative and superlative of `well') wiser or more advantageous and hence advisable
senseval2.d002.s060.t000	2) an explanation of the cause of some phenomenonIn the given sentence, "reason" refers to the
senseval2.d002.s060.t001	1) having few parts; not complex or complicated or involved2) easy and not involved or complicatedB
senseval2.d002.s060.t002	1) the activities of educating or instructing; activities that impart knowledge or skillEducation, in
senseval2.d002.s060.t005	4) the effect of one thing (or person) on another
senseval2.d002.s060.t006	1) the most common medium of exchange; functions as legal tenderIn the context of the sentence, "m
senseval2.d002.s061.t000	1) a period of 10 years
senseval2.d002.s061.t001	1) relating to the process of educationThis definition is most suitable because "educational" pertain
senseval2.d002.s061.t003	2) let something be knownIn the context of the sentence, "tell" is used to convey information
senseval2.d002.s061.t005	1) used as an intensive especially to indicate something unexpectedIn the context of the sentence, "even"
senseval2.d002.s061.t007	2) a body of students who are taught together.
senseval2.d002.s061.t008	1) a phenomenon that follows and is caused by some previous phenomenonIn the given sentence, "effect
senseval2.d002.s061.t009	1) associated with academia or an academyThe term "academic" in the context of the
senseval2.d002.s061.t010	3) the act of performing; of doing something successfully; using knowledge as distinguished from merely possessing it.
senseval2.d002.s061.t011	1) a learner who is enrolled in an educational institution
senseval2.d002.s061.t013	1) worth having or seeking or achieving
senseval2.d002.s061.t014	1) not the same one or ones already mentioned or implied; - the White QueenIn the context of
senseval2.d002.s061.t015	5) a justification for something existing or happeningIn the context of the sentence, "reasons" refers
senseval2.d002.s062.t000	1) not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
senseval2.d002.s062.t001	1) the most common medium of exchange; functions as legal tenderIn the context of the sentence, "m
senseval2.d002.s062.t002	1) move or progress freely as if in a streamIn the context of the sentence, "flows"
senseval2.d002.s062.t007	1) arrange in stacksHowever, in the context of the sentence, "piling" could also
senseval2.d002.s062.t008	1) (comparative of `much' used with mass nouns) a quantifier meaning greater in
senseval2.d002.s062.t009	1) (comparative of `much' used with mass nouns) a quantifier meaning greater in
senseval2.d002.s062.t011	1) a person whose occupation is teaching.
senseval2.d002.s063.t000	1) something that baffles understanding and cannot be explained
senseval2.d002.s063.t002	2) a statement or assertion of verified information about something that is the case or has happened.This definition is
senseval2.d002.s063.t003	1) relating to the process of education
senseval2.d002.s063.t004	1) money paid out; an amount spent
senseval2.d002.s063.t005	6) of, relating to, or representing an amount that is corrected for inflation.
senseval2.d002.s063.t006	1) become bigger or greater in amount
senseval2.d002.s063.t007	4) very suddenly and to a great degree.
senseval2.d002.s063.t008	1) earlier than the present time; no longer current
senseval2.d002.s063.t009	4) at the present moment
senseval2.d002.s063.t010	2) pay outIn the context of the sentence, "spend" refers to the allocation of financial resources
senseval2.d002.s063.t011	2) comparative of much; to a greater degree or extent.
senseval2.d002.s063.t012	1) a learner who is enrolled in an educational institution
senseval2.d002.s063.t013	1) not the same one or ones already mentioned or implied; - the White QueenIn the context of
senseval2.d002.s063.t014	1) a politically organized body of people under a single governmentIn the context of the sentence, "country
senseval2.d002.s063.t015	1) relating to the process of education
senseval2.d002.s063.t016	3) the act of performing; of doing something successfully; using knowledge as distinguished from merely possessing it.
senseval2.d002.s063.t017	1) grow worse5) go down6) go down in valueIn the context of the sentence
senseval2.d002.s064.t000	1) how something is done or how it happens.
senseval2.d002.s065.t000	1) a learner who is enrolled in an educational institutionIn this context, "students" refers
senseval2.d002.s065.t001	1) relating to the process of education
senseval2.d002.s065.t002	1) associated with academia or an academyIn the given sentence, "academic" refers to
senseval2.d002.s065.t003	1) the inherent capacity for coming into beingIn the context of the sentence, "potential" refers
senseval2.d002.s065.t004	5) make a possibility or provide opportunity for; permit to be attainable or cause to remainIn the
senseval2.d002.s066.t000	1) a learner who is enrolled in an educational institution.
senseval2.d002.s066.t001	1) consent to, give permissionIn the context of the sentence, "permitted" refers to the act
senseval2.d002.s066.t002	1) receive an academic degree upon completion of one's studiesIn the context of the sentence, "grad
senseval2.d002.s066.t004	1) be or become completely proficient or skilled in4) have a firm understanding or knowledge of;
senseval2.d002.s066.t005	2) a relative position or degree of value in a graded groupIn the context of the sentence, "
senseval2.d002.s066.t006	2) be valid, applicable, or trueIn the context of the sentence, "prevailed" refers
senseval2.d002.s066.t007	1) a period of time containing 365 (or 366) days
senseval2.d002.s067.t000	7) destine or designate for a certain purpose.In the context of the sentence, "means
senseval2.d002.s067.t001	1) most important elementIn the given sentence, "main" is used to describe the primary purpose or focus
senseval2.d002.s067.t002	1) an anticipated outcome that is intended or that guides your planned actionsThe context of the sentence suggests
senseval2.d002.s067.t004	1) consent to, give permission2) make it possible through a specific action or lack of action for something to
senseval2.d002.s067.t007	1) grow vigorouslyThe context of the sentence suggests that "flourish" is being used to
senseval2.d002.s067.t008	1) without doubt or question
senseval2.d002.s067.t009	1) worth having or seeking or achievingThe context of the sentence suggests that the main purpose of tracking is
senseval2.d002.s067.t010	2) comparative of little.
senseval2.d002.s067.t012	21) acquire as a result of some effort or actionIn the context of the sentence, "get
senseval2.d002.s067.t013	1) absolutely essentialThe context of the sentence suggests that the grounding provided is not just beneficial but cru
senseval2.d002.s067.t014	2) applying the mind to learning and understanding a subject (especially by reading)
senseval2.d002.s067.t015	2) become a participant; be involved inIn the context of the sentence, "entering" refers
senseval2.d002.s067.t017	8) all of the living human inhabitants of the earth
senseval2.d002.s067.t018	1) activity directed toward making or doing somethingIn the context of the sentence, "work" refers to the
senseval2.d002.s068.t000	1) a vague idea in which some confidence is placedIn the context of the sentence, "notion"
senseval2.d002.s069.t000	1) an anticipated outcome that is intended or that guides your planned actionsThe definition provided here captures
senseval2.d002.s069.t001	1) the activities of educating or instructing; activities that impart knowledge or skillEducation, in
senseval2.d002.s069.t002	2) inspire with confidence; give hope or courage to
senseval2.d002.s069.t003	1) (used of living things especially persons) in an early period of life or development or growthThis definition
senseval2.d002.s069.t004	1) an adult person who is male (as opposed to a woman)In this context, "men"
senseval2.d002.s069.t005	1) an adult female person (as opposed to a man)4) women as a classBoth
senseval2.d002.s069.t006	1) be fully aware or cognizant ofIn the context of the sentence, "realize" refers
senseval2.d002.s069.t007	2) constituting the full quantity or extent; complete3) complete in extent or degree and in every particular
senseval2.d002.s069.t008	1) associated with academia or an academyThe term "academic" in the context of the
senseval2.d002.s069.t009	1) the inherent capacity for coming into beingIn the context of the sentence, "potential" refers
senseval2.d002.s070.t000	1) in actual factThe word "actually" in the given sentence is used to emphasize the truth
senseval2.d002.s070.t001	1) accept as true; take to be trueIn the given sentence, "believes" refers to the
senseval2.d002.s070.t002	1) having the same quantity, value, or measure as anotherIn the context of the sentence, "equal
senseval2.d002.s070.t003	1) associated with academia or an academyIn this context, "academic" refers to matters
senseval2.d002.s070.t004	1) the inherent capacity for coming into beingIn the context of the sentence, "potential" refers
senseval2.d002.s071.t000	1) usually; as a ruleThe word "generally" in the given sentence implies that there is a
senseval2.d002.s071.t001	1) worth having or seeking or achieving
senseval2.d002.s071.t002	1) put into service; make work or employ for a particular purpose or for its inherent or natural purpose
senseval2.d002.s071.t005	4) to a degree (not used with a negative)
senseval2.d002.s071.t006	1) not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
senseval2.d002.s071.t007	2) a single person or thing
senseval2.d002.s072.t003	2) frequently or in great quantities
senseval2.d002.s073.t000	1) fraught with uncertainty or doubt
senseval2.d002.s073.t001	2) of or relating to or determined by psychology.The term "psychological" in the
senseval2.d002.s073.t004	2) to some (great or small) extentThe word "rather" in this context is used
senseval2.d002.s073.t005	1) relating to the process of education
senseval2.d002.s073.t006	1) the accumulation of knowledge or skill that results from direct participation in events or activities.
senseval2.d002.s074.t000	2) an explanation of the cause of some phenomenonIn the given sentence, "reasons" refers to
senseval2.d002.s074.t001	1) of or relating to the United States of America or its people or language or cultureThis definition is
senseval2.d002.s074.t002	1) a learner who is enrolled in an educational institution.
senseval2.d002.s074.t003	1) to a very great extent or degreeIn the context of the sentence, "so" is used to
senseval2.d002.s074.t006	1) examine and note the similarities or differences ofThis definition is the most suitable because the sentence is discuss
senseval2.d002.s074.t011	1) a learner who is enrolled in an educational institution.
senseval2.d002.s074.t012	4) the effect of one thing (or person) on another.
senseval2.d002.s074.t013	1) of or relating to the United States of America or its people or language or cultureThis definition is
senseval2.d002.s075.t000	1) feel or have a desire for; want strongly
senseval2.d002.s075.t001	2) be fully aware of; realize fully
senseval2.d002.s075.t002	1) and nothing moreIn this context, "just" is used to emphasize that the situation is not
senseval2.d002.s075.t004	2) a condition or position in which you find yourselfThis definition best fits the context of the sentence, which
senseval2.d002.s075.t005	1) a learner who is enrolled in an educational institutionIn the given sentence, "students"
senseval2.d002.s075.t006	4) make an addition by combining numbersIn the context of the sentence, "add" refers to the mathematical
senseval2.d002.s075.t007	1) make a subtraction
senseval2.d002.s075.t008	1) gain knowledge or skillsIn the context of the sentence, "learning" refers to the process by which
senseval2.d002.s075.t010	2) the fundamental assumptions from which something is begun or developed or calculated or explained.
senseval2.d002.s075.t011	1) of or pertaining to or of the nature of mathematicsThis definition is the most suitable because it
senseval2.d002.s075.t013	3) look at, interpret, and say out loud something that is written or printed
senseval2.d002.s075.t014	1) nonfictional prose forming an independent part of a publicationIn the given sentence, "article
senseval2.d002.s075.t015	2) of the immediate past or just previous to the present time.This definition is most suitable because the context
senseval2.d002.s075.t017	4) the principal field of study of a student at a university
senseval2.d002.s076.t000	1) used to form the superlative.In the given sentence, "Most" is used to
senseval2.d002.s076.t001	1) of great significance or valueIn the given sentence, "important" is used to describe the significance of
senseval2.d002.s076.t002	1) an educational institutionIn the given sentence, "schools" refers to places where education is provided,
senseval2.d002.s076.t003	2) the educator who has executive authority for a schoolIn the context of the sentence, "princi
senseval2.d002.s076.t004	1) above average in size or number or quantity or magnitude or extent6) having broad power and range and scope
senseval2.d002.s076.t005	2) how much there is or how many there are of something that you can quantifyIn the context of
senseval2.d002.s076.t006	1) the power or right to give orders or make decisions
senseval2.d002.s076.t007	2) the body of teachers and administrators at a school
senseval2.d002.s076.t009	2) some situation or event that is thought aboutIn the context of the sentence, "matters" refers
senseval2.d002.s076.t010	1) a learner who is enrolled in an educational institution
senseval2.d002.s077.t000	3) a written document describing the findings of some individual or group.In the context of the sentence,
senseval2.d002.s077.t001	2) applying the mind to learning and understanding a subject (especially by reading)In the context of the
senseval2.d002.s077.t002	1) used to form the superlative.In the context of the sentence, "most" is used
senseval2.d002.s077.t004	2) let something be knownIn the context of the sentence, "tells" is used to convey information
senseval2.d002.s077.t005	1) (superlative of `good') having the most positive qualities2) (comparative and
senseval2.d002.s077.t006	1) an educational institutionIn this context, "schools" refers to places where education is provided. The
senseval2.d002.s077.t007	2) coming from the outsideIn the context of the sentence, "outside interference" refers to influ
senseval2.d002.s077.t008	2) the act of hindering or obstructing or impedingIn the context of the sentence,
senseval2.d002.s077.t009	1) bring into conformity with rules or principles or usage; impose regulationsIn the context of the
senseval2.d002.s077.t010	3) having great influenceIn the context of the sentence, "powerful" refers to the ability to ex
senseval2.d002.s077.t011	4) a person who is in chargeIn the context of the sentence, "head" refers to the person
senseval2.d002.s078.t000	1) the power or right to give orders or make decisionsIn the given sentence, "authority"
senseval2.d002.s078.t002	2) go or occur together
senseval2.d002.s078.t003	2) admitting of no doubt or misunderstanding; having only one meaning or interpretation and leading to only one conclusion.
senseval2.d002.s079.t000	1) an educational institutionIn this context, "Schools" refers to places where education is provided. While
senseval2.d002.s079.t002	1) how something is done or how it happens.
senseval2.d002.s079.t003	1) bring forth or yieldIn the context of the sentence, "produce" refers to the outcome or
senseval2.d002.s079.t004	1) a learner who is enrolled in an educational institutionIn this context, "students" refers
senseval2.d002.s079.t005	1) greater than normal in degree or intensity or amountIn the context of the sentence, "higher"
senseval2.d002.s079.t006	1) a state of individual psychological well-being based upon a sense of confidence and usefulness and purpose
senseval2.d002.s079.t007	1) of high or superior quality or performanceThis definition is the most suitable because it directly relates to the
senseval2.d002.s079.t008	1) associated with academia or an academyIn this context, "academic" refers to the
senseval2.d002.s079.t009	3) the act of performing; of doing something successfully; using knowledge as distinguished from merely possessing it.
senseval2.d002.s080.t000	2) a statement or assertion of verified information about something that is the case or has happened.This definition capt
senseval2.d002.s080.t001	2) trouble or vexIn the given sentence, "ruffled" is used metaphorically
senseval2.d002.s080.t002	2) a statement or assertion of verified information about something that is the case or has happened.This definition capt
senseval2.d002.s080.t004	2) a single person or thing
senseval2.d002.s080.t005	1) to a very great extent or degreeIn the given sentence, "so" is used to emphasize
senseval2.d002.s081.t000	2) prepare and issue for public distribution or sale
senseval3.d000.s000.t000	1) an adult person who is male (as opposed to a woman)The most suitable definition for "man
senseval3.d000.s001.t002	2) indistinct or hazy in outline.
senseval3.d000.s001.t003	1) the organ of sight.
senseval3.d000.s002.t000	15) get something; come into possession ofIn this context, "had" is used to indicate that
senseval3.d000.s002.t001	1) completely prepared or in condition for immediate action or use or progressIn the given sentence, "ready"
senseval3.d000.s002.t002	1) a statement (either spoken or written) that is made to reply to a question or request or criticism or
senseval3.d000.s002.t004	1) the astonishment you feel when something totally unexpected happens to youIn the given sentence, "surprise
senseval3.d000.s002.t005	2) a sudden uncontrollable attackIn this context, "fit" refers to a sudden and un
senseval3.d000.s003.t000	1) an adult person who is male (as opposed to a woman)The most suitable definition for "man
senseval3.d000.s003.t001	1) stupefied or excited by a chemical substance (especially alcohol)2) as
senseval3.d000.s003.t002	1) affected with madness or insanityThe term "crazy" in the context of the sentence
senseval3.d000.s004.t002	10) make equal, uniform, corresponding, or matching.In the context of the sentence, "match
senseval3.d000.s004.t003	2) the act of drinking alcoholic beverages to excessIn this context, "drink
senseval3.d000.s004.t004	2) the act of drinking alcoholic beverages to excessIn this context, "drink
senseval3.d000.s004.t005	1) fail to keep or to maintain; cease to have, either physically or in an abstract sense
senseval3.d000.s004.t006	1) the total number countedIn the context of the sentence, "count" refers to the act of keeping
senseval3.d000.s004.t007	3) the generic use of the word to refer to any human beingIn this context, "man" is
senseval3.d000.s004.t008	1) the organ of sight.The term "eyes" in the given sentence refers to the organs
senseval3.d000.s005.t000	1) an informal term for a youth or manIn this context, "guy" is being used
senseval3.d000.s005.t002	9) ponder; reflect on, or reason about.
senseval3.d000.s005.t004	1) the organ of sight.
senseval3.d000.s006.t000	1) the organ of sightThe term "eyes" in the given sentence refers to the physical organs
senseval3.d000.s006.t002	1) emitting or reflecting light readily or in large amountsIn the context of the sentence, "br
senseval3.d000.s006.t003	1) being definitely out of the ordinary and unexpected; slightly odd or even a bit weirdThe word "st
senseval3.d000.s006.t004	2) high level or degree; the property of being intenseThe context of the sentence suggests that "int
senseval3.d000.s006.t005	2) extended meanings; especially of psychological coldness; without human warmth or emotionIn the
senseval3.d000.s006.t006	6) feelings of great warmth and intensity.In this context, "fire" is used metaphor
senseval3.d000.s006.t007	2) shine intensely, as if with heatIn the context of the sentence, "burning"
senseval3.d000.s007.t000	2) notice or perceive
senseval3.d000.s008.t000	1) an adult person who is male (as opposed to a woman)The most suitable definition for "man
senseval3.d000.s008.t001	1) stupefied or excited by a chemical substance (especially alcohol)2) as
senseval3.d000.s009.t000	1) have a wish or desire to know somethingIn the context of the sentence, "He wondered how
senseval3.d000.s009.t001	1) come into the possession of something concrete or abstractIn the context of the sentence "He wondered how
senseval3.d000.s009.t003	2) an individual that one is not acquainted with.
senseval3.d000.s010.t000	1) recall knowledge from memory; have a recollectionThe most suitable definition for "remembered" in
senseval3.d000.s011.t001	1) a period of time equal to 1/24th of a dayIn this context, "
senseval3.d000.s011.t002	2) not liable to fluctuate or especially to fallIn the context of the sentence, "st
senseval3.d000.s011.t003	1) the act of consuming liquids(Note: While "drinking" can indeed refer to the
senseval3.d000.s011.t004	1) an event that occurs at a critical timeIn the context of the sentence, "occasion" refers
senseval3.d000.s012.t000	2) an individual that one is not acquainted with.In the given sentence, "stranger" refers
senseval3.d000.s012.t001	1) the upper part of the human body or the front part of the body in animals; contains the face and bra
senseval3.d000.s012.t003	1) the content of cognition; the main thing you are thinking about.
senseval3.d000.s012.t004	9) begin or set in motionIn the context of the sentence, "started" refers to the action
senseval3.d000.s012.t005	1) travel across or pass overIn the given sentence, "cross" refers to the action of the stranger
senseval3.d000.s012.t006	1) a thoroughfare (usually including sidewalks) that is lined with buildingsThis definition best
senseval3.d000.s012.t007	1) (physics) electromagnetic radiation that can produce a visual sensationIn the context of the sentence
senseval3.d000.s012.t010	1) make a loud noise, as of wind, water, or vehiclesIn this context, "roared
senseval3.d000.s012.t011	2) a junction where one street or road crosses another.
senseval3.d000.s013.t000	1) a restraint used to slow or stop a vehicleIn the given sentence, "brakes" refers
senseval3.d000.s013.t001	1) emit long loud criesIn the context of the sentence, "howled" is used metap
senseval3.d000.s013.t002	11) a device on an automobile for making a warning noise.
senseval3.d000.s013.t003	1) make a strident soundThe term "blared" in the context of the sentence implies a loud
senseval3.d000.s013.t004	3) the generic use of the word to refer to any human beingIn this context, "man" is
senseval3.d000.s013.t005	2) hit against; come into sudden contact withIn the context of the sentence, "hit" refers to
senseval3.d000.s013.t006	1) utter aloud; often with surprise, horror, or joyIn the context of the sentence, "
senseval3.d000.s013.t007	5) following the first in an ordering or series
senseval3.d000.s014.t002	2) carry out or perform an actionIn the context of the sentence, "done" refers to the action
senseval3.d000.s015.t001	1) feel concern or interestIn the given sentence, "cared" is used to express a lack of
senseval3.d000.s015.t002	1) an informal term for a youth or manIn the given sentence, "guy" is used
senseval3.d000.s015.t003	1) cause to move by striking2) hit against; come into sudden contact with3) deal a blow
senseval3.d000.s016.t000	1) feel remorse for; feel sorry for; be contrite aboutIn the given sentence, "
senseval3.d000.s016.t001	1) cause to open or to become openIn the context of the sentence, "he regretted having
senseval3.d000.s016.t002	1) the opening through which food is taken in and vocalizations emerge.
senseval3.d000.s016.t003	1) an automotive vehicle suitable for haulingIn the given sentence, "truck" refers to
senseval3.d000.s016.t005	2) the act of stopping somethingIn the context of the sentence, "stop" refers to the action of
senseval3.d000.s016.t006	1) feeling or showing angerIn the given sentence, "angry" describes the emotional state of the
senseval3.d000.s016.t007	1) the operator of a motor vehicleIn the given sentence, "driver" refers to the person who is
senseval3.d000.s016.t008	2) move or jump suddenly, as if in surprise or alarm
senseval3.d000.s016.t009	1) a compartment at the front of a motor vehicle or locomotive where driver sitsIn the given
senseval3.d000.s016.t010	1) use one's feet to advance; advance by stepsIn the given sentence, "walked"
senseval3.d000.s017.t000	2) an individual that one is not acquainted with.In the given sentence, the stranger is someone who
senseval3.d000.s017.t003	1) a human limb; technically the part of the superior limb between the shoulder and the elbow but
senseval3.d000.s017.t004	1) the part of the body between the neck and the upper armIn the given sentence, "shoulders
senseval3.d000.s017.t005	1) (used especially of persons) having lived for a relatively long time or attained a specific ageThis
senseval3.d000.s017.t006	1) a person you know well and regard with affection and trustIn the given sentence, the stranger is dep
senseval3.d000.s018.t000	1) the operator of a motor vehicleIn the given sentence, "driver" refers to the person who is
senseval3.d000.s018.t001	9) begin or set in motionIn the context of the sentence, "started" refers to the driver
senseval3.d000.s018.t002	3) wish harm upon; invoke evil uponIn this context, "curse" refers to the act of
senseval3.d000.s018.t003	1) a secret scheme to do something (especially something underhand or illegal)In the given sentence,
senseval3.d000.s018.t004	1) destroy completely; damage irreparablyIn this context, "ruin" refers to the act of
senseval3.d000.s018.t006	1) anything (such as a document or a phonograph record or a photograph) providing permanent evidence of or information
senseval3.d000.s019.t000	3) the generic use of the word to refer to any human being.In this context, "man"
senseval3.d000.s019.t001	1) save from ruin, destruction, or harm3) bring into safetyIn the context of the
senseval3.d000.s019.t002	1) change orientation or direction, also in the abstract sense2) undergo a transformation or a change of position
senseval3.d000.s019.t003	1) perceive with attention; direct one's gaze towardsIn the given sentence, "looked
senseval3.d000.s019.t005	1) the front of the human head from the forehead to the chin and ear to earIn this
senseval3.d000.s019.t006	8) utter aloudIn the context of the sentence, "saying" refers to the act of speaking
senseval3.d000.s019.t007	1) a unit of language that native speakers can identify.
senseval3.d000.s020.t000	1) the operator of a motor vehicleIn the given sentence, "driver" refers to the person who is
senseval3.d000.s020.t001	1) come to a halt, stop movingIn the context of the sentence, "stopped" refers to
senseval3.d000.s020.t002	1) utter obscenities or profanities
senseval3.d000.s020.t003	19) cause to move along an axis or into a new direction.In the context of the sentence,
senseval3.d000.s020.t004	1) the bottom of a shoe or boot; the back part of a shoe or boot that touches the
senseval3.d000.s020.t005	1) an automotive vehicle suitable for haulingThe term "truck" in the given sentence refers
senseval3.d000.s021.t000	40) allow to have or takeIn the context of the sentence "Haney hadn't
senseval3.d000.s021.t002	2) the process of using your mind to consider something carefully.
senseval3.d000.s021.t003	5) the continuum of experience in which events pass from the future through the present to the pastIn this
senseval3.d000.s022.t000	1) recall knowledge from memory; have a recollectionIn the context of the sentence, "recalled"
senseval3.d000.s022.t001	1) have a wish or desire to know somethingIn the context of the sentence, "wondered"
senseval3.d000.s022.t002	1) perceive by sight or have the power to perceive by sightIn the context of the sentence,
senseval3.d000.s022.t003	1) the organ of sight.The term "eyes" in the given sentence refers to the physical org
senseval3.d000.s022.t004	4) cause to do; cause to act in a specified mannerIn the context of the sentence, "make
senseval3.d000.s023.t000	1) a category of things distinguished by some common characteristic or quality.In the given sentence, "sort"
senseval3.d000.s023.t001	1) the feelings expressed on a person's faceThis definition is most suitable because the context of the sentence
senseval3.d000.s023.t003	2) pretense that your position is stronger than it really is
senseval3.d000.s023.t004	7) communicate or express nonverbally.In the context of the sentence, "saying" refers to
senseval3.d000.s023.t005	1) a unit of language that native speakers can identify.
senseval3.d000.s024.t000	1) (physics) electromagnetic radiation that can produce a visual sensationIn this context, "light
senseval3.d000.s024.t002	3) a line leading to a place or pointIn this context, "way" refers to a path or
senseval3.d000.s024.t003	1) continue a certain state, condition, or activityIn the context of the sentence, "When the light
