senseval2.d000.s000.t000	A skill or technique acquired by study or practice; a branch of learning or a profession.
senseval2.d001.s076.t010	It appears that the phrase "turned out" in this context is being used as a synonym for "it was discovered" or
senseval2.d001.s076.t011	A disease characterized by the uncontrolled growth and spread of abnormal cells.
senseval2.d001.s076.t012	Investigation or examination of a subject or situation, especially one conducted systematically or scientifically.
senseval2.d001.s076.t014	To watch or pay attention to (someone or something) in order to notice their actions, behavior, or condition.
senseval2.d001.s076.t015	Suffering from or caused by injury, decay, or deterioration.
senseval2.d001.s076.t016	A shape or appearance, especially one that is altered or deformed.
senseval2.d001.s077.t000	The act or process of discovering or the state of being discovered.
senseval2.d001.s077.t001	Used to indicate that something happens or is done unexpectedly or unexpectedly quickly.
senseval2.d001.s077.t002	Places or brings something in a specified position or situation.
senseval2.d001.s077.t005	In this context, "right" means exactly or precisely.
senseval2.d001.s077.t006	A disease characterized by the uncontrolled growth and spread of abnormal cells, often resulting in a mass of tissue that invades surrounding
senseval2.d001.s077.t007	The process or state of coming into existence or being formed, or the act of forming something.
senseval2.d001.s077.t008	Used to indicate that what follows is a direct quotation of someone's spoken or written words.
senseval2.d001.s077.t009	A person who guides or directs others, especially in a particular activity or field.
senseval2.d001.s078.t000	Information, especially of a relevant or useful kind, that helps to explain or prove something.
senseval2.d001.s078.t001	At the present time; at this point in time.
senseval2.d001.s078.t002	Coming into view or notice, especially as a result of some change or development.
senseval2.d001.s078.t004	Having a direct connection or a significant role in a particular activity, process, or situation.
senseval2.d001.s078.t005	Different from those already mentioned or implied; additional.
senseval2.d001.s078.t006	A disease characterized by the uncontrolled growth and spread of abnormal cells.
senseval2.d001.s078.t007	Also; in addition to what is mentioned; as well.
senseval2.d001.s079.t001	Discovered or ascertained through investigation or research.
senseval2.d001.s079.t002	The front part of the body between the neck and the abdomen, in humans and some other animals, that in women and some
senseval2.d001.s079.t004	A replica or duplicate of something, especially a written or printed version.
senseval2.d001.s079.t007	A small area or point on a surface.
senseval2.d001.s080.t001	To express an opinion or thought in words.
senseval2.d001.s080.t004	Happening or done frequently or repeatedly.
senseval2.d001.s080.t005	To affect or afflict (someone or something) suddenly and often severely.
senseval2.d001.s080.t007	A person who belongs to a particular group, organization, or family.
senseval2.d001.s080.t008	Known or existing within a particular group or class.
senseval2.d001.s080.t009	A group of people related by blood or marriage.
senseval2.d001.s080.t011	Passed down from parents to their offspring through the transmission of genetic information.
senseval2.d001.s080.t012	Weakened or impaired in some way, especially physically or mentally.
senseval2.d001.s080.t013	A particular shape or configuration, especially one that is characteristic or typical.
senseval2.d001.s080.t014	Adult human females.
senseval2.d001.s080.t015	A disease characterized by the uncontrolled growth of abnormal cells in the body.
senseval2.d001.s081.t002	Involved or connected in a problem or a crime; to be shown to be involved in a wrongdoing or a situation.
senseval2.d001.s082.t000	A written or printed account of something (as an event, a situation, or a piece of research) that is presented to
senseval2.d001.s082.t001	Recent or most recent in time.
senseval2.d001.s082.t002	A period of seven consecutive days.
senseval2.d001.s082.t004	To express or declare something in words; to communicate or state something in spoken or written form.
senseval2.d001.s082.t005	Approximately or roughly.
senseval2.d001.s082.t006	The smallest units of life; the basic structural and functional units of living organisms, typically microscopic and composed of cytoplasm and
senseval2.d001.s082.t007	Removed or obtained, typically by force, effort, or permission.
senseval2.d001.s082.t010	A group of similar cells that perform a specific function, or an aggregate of similar cells, fibers, or cells and fibers that
senseval2.d001.s082.t011	Examined or analyzed in order to determine the quality, safety, or effectiveness of something, or to find out its characteristics or
senseval2.d001.s082.t012	Not present or available where expected or required.
senseval2.d001.s083.t000	An official or unofficial account of something, especially one that is given in a formal or written manner, often in a newspaper,
senseval2.d001.s083.t003	Used to indicate that something is still to be done or that a particular time is still to come.
senseval2.d001.s083.t007	A layer or structure of cells that together form an organ or part of an organ in an animal or plant.
senseval2.d001.s083.t008	Removed or obtained (something, especially an object or a part of the body) for examination, study, or use.
senseval2.d001.s083.t010	The upper soft part of the interior of the skull that contains the brain.
senseval2.d001.s084.t000	Simultaneously or concurrently.
senseval2.d001.s084.t001	A group of people working together to achieve a particular goal or objective.
senseval2.d001.s084.t002	Moving or acting with great speed or haste.
senseval2.d001.s084.t003	A different one of two or more.
senseval2.d001.s085.t000	To feel or expect that something will happen or be the case; to wish for something to happen or be the case.
senseval2.d001.s085.t004	Taking part in an activity or process, or having a connection or relationship with something.
senseval2.d001.s086.t001	Near in space, time, or degree; almost; nearly; approaching.
senseval2.d001.s086.t002	The act of discovering or coming upon something, especially by chance or after search or investigation.
senseval2.d001.s086.t004	Having a connection or a relationship with something, or participating in an activity or situation.
senseval2.d001.s086.t005	A particular kind or class of something.
senseval2.d001.s086.t008	Considered or believed to be the case.
senseval2.d001.s087.t000	Thinks or is of the opinion that something is the case, often based on evidence or reasoning.
senseval2.d001.s087.t001	Humans.
senseval2.d001.s087.t002	To receive or possess a characteristic or a trait from one's parents, either by genetic inheritance or by learning.
senseval2.d001.s087.t006	An exact duplicate or replica, especially one of a written or printed work.
senseval2.d001.s087.t008	More than usual or expected; to a greater degree than is normal or expected.
senseval2.d001.s088.t001	To give an account of (something, especially a piece of information or a piece of news) to someone or to the public
senseval2.d001.s088.t005	Having a direct or indirect connection or participation in an activity, process, or situation.
senseval2.d001.s088.t008	Another of a different kind; an additional one.
senseval2.d001.s088.t009	A greater or additional number or amount of something.
senseval2.d001.s088.t010	Widely encountered or experienced; usual or ordinary.
senseval2.d001.s088.t011	Abnormal new tissue that grows in the body without being controlled by normal tissue growth processes, often resulting in damage to normal tissues
senseval2.d001.s089.t000	Newly found or learned facts or information, especially about something that was previously unknown or not fully understood.
senseval2.d001.s089.t003	Used to indicate that something is the sole or exclusive instance, or that something is limited to the thing specified.
senseval2.d001.s089.t004	To form a theory or guess about something, especially when there is not enough information to be certain.
senseval2.d001.s090.t001	Larger and more important than others of the same kind.
senseval2.d001.s090.t004	A single thing that is part of a larger group or system.
senseval2.d001.s090.t005	Working together, especially in a joint intellectual or creative activity.
senseval2.d001.s090.t007	A person who searches for or pursues something, especially a person who searches for game or a person who searches for something difficult
senseval2.d001.s090.t008	To change or convert something into something else, often in a specific direction or towards a particular goal.
senseval2.d001.s090.t010	New or previously unknown facts or pieces of information.
senseval2.d001.s090.t014	Recently made, acquired, or introduced; not previously known or used.
senseval2.d001.s091.t001	To express an opinion or idea, or to state something as a fact.
senseval2.d001.s091.t002	Recently made, discovered, or introduced; not previously known or existing.
senseval2.d001.s091.t005	Moving, proceeding, or occurring at a rate that is less than normal or expected.
senseval2.d001.s091.t006	To change the direction of something; to turn back or around; to go back to a previous state.
senseval2.d001.s091.t008	An increase in size, amount, or degree.
senseval2.d001.s091.t009	Supported or founded on something; having as a basis or foundation.
senseval2.d001.s091.t012	Created or manufactured; brought into existence or being.
senseval2.d001.s092.t000	A thought or suggestion as to a possible course of action.
senseval2.d001.s092.t001	To give or apply something (such as a medicine, treatment, or test) to someone or something, especially in a medical
senseval2.d001.s092.t002	People receiving medical care or treatment, especially those in a hospital or under the care of a doctor or other medical practitioner.
senseval2.d001.s092.t005	Free from disease or abnormality; in a state of normal health.
senseval2.d001.s092.t006	A variant or form of something (such as a document, a piece of software, or a gene), especially one that has
senseval2.d001.s092.t007	Damaged: (of something, especially a part of the body) harmed or injured.
senseval2.d001.s093.t000	Capable of being done, existed, or happening.
senseval2.d001.s093.t001	To put or take the place of something or someone else.
senseval2.d001.s093.t004	Free from disease or abnormality; in a state of physical or mental well-being.
senseval2.d001.s093.t005	A particular form of something, especially a product or a document, that is one of several available or possible.
senseval2.d001.s093.t006	To approach or reach something, such as a goal or a standard, nearly but not quite.
senseval2.d001.s094.t001	Used to indicate that what follows is a quotation or a reported statement, often from someone else.
senseval2.d001.s094.t002	To see or experience something, especially a significant event or situation.
senseval2.d001.s094.t003	The act of finding or learning something that was not known before.
senseval2.d001.s094.t004	Extremely great or large in amount, degree, or intensity.
senseval2.d001.s094.t005	Having a significant influence or effect.
senseval2.d001.s094.t006	A series of actions or movements forming a process or sequence.
senseval2.d001.s094.t007	The origin or mode of formation of something.
senseval2.d001.s094.t008	A disease caused by an uncontrolled growth of abnormal cells in a part of the body.
senseval2.d002.s000.t000	To give instruction or training to (someone) in a particular skill or subject.
senseval2.d002.s000.t001	The young people, especially those below the age of puberty.
senseval2.d002.s000.t002	To recognize and understand the meaning of written or printed characters and words.
senseval2.d002.s000.t003	To mark (letters or symbols) on a surface (such as paper) using a pen, pencil, or other writing instrument
senseval2.d002.s000.t004	To count or calculate the amount or value of something, or to estimate or judge something roughly.
senseval2.d002.s001.t000	To have a particular piece of information in one's mind or to be aware of something.
senseval2.d002.s002.t000	To feel a strong desire or wish for something.
senseval2.d002.s003.t000	A cause or explanation for an action or event.
senseval2.d002.s003.t001	To feel a desire or wish for something, or to have a preference for something.
senseval2.d002.s003.t002	Adequate to accomplish a desired end or meet the needs of a particular situation.
senseval2.d002.s003.t003	The process of teaching or learning, especially in a school or college.
senseval2.d002.s003.t004	To need or demand something as a necessity or obligation.
senseval2.d002.s003.t005	To give up or surrender something, such as a right, a claim, or a possession.
senseval2.d002.s003.t007	Relating to the nature of reality, being beyond the physical world, or concerned with abstract or spiritual concepts.
senseval2.d002.s003.t008	A feeling or opinion about something, especially one that is not based on reason or knowledge.
senseval2.d002.s003.t013	Not found in the given sentence.
senseval2.d002.s003.t014	Humans, especially when considered with reference to a particular country, region, or community.
senseval2.d002.s003.t016	To break or disregard a law, rule, or moral principle; to offend or outrage (a person's sense of what is
senseval2.d002.s003.t018	A feeling of liking or enjoyment, especially one that is not based on a practical benefit.
senseval2.d002.s004.t000	An opinion or conviction, especially one that is firmly held.
senseval2.d002.s004.t001	Used to indicate the extent or degree of something, or to introduce a clause that provides a reason or explanation.
senseval2.d002.s004.t002	To exercise control or influence over; to have a strong and often oppressive effect on.
senseval2.d002.s004.t003	Relating to education or the system of education.
senseval2.d002.s004.t004	An organization or institution, especially a formal one, such as a business, school, or government.
senseval2.d002.s004.t005	People elected or appointed to hold public office and make decisions on behalf of their constituents.
senseval2.d002.s004.t006	Used to indicate that something is also true of a particular person or group that is mentioned as an example of a larger category.
senseval2.d002.s004.t007	Adults who have a child or children, typically male or female partners in a family.
senseval2.d002.s004.t008	To give the impression or appearance of something, or to appear to be something.
senseval2.d002.s004.t010	Expressing or showing disrespect for God or for something that is considered sacred.
senseval2.d002.s004.t011	A call to engage in a contest or competition, especially a verbal or intellectual one, or a question or problem to be solved
senseval2.d002.s005.t000	In or at this place; at or near the speaker or writer.
senseval2.d002.s005.t001	Something that is used to illustrate or demonstrate a point or principle.
senseval2.d002.s006.t000	To request or inquire about something, typically in a polite or formal manner.
senseval2.d002.s006.t001	A small group of people selected from a larger population for study or research.
senseval2.d002.s006.t002	A native or inhabitant of the United States of America.
senseval2.d002.s006.t003	Adults who have children.
senseval2.d002.s006.t004	To feel a strong desire for something to happen or be the case.
senseval2.d002.s006.t006	To inspire or induce someone to do something by giving them confidence or a sense of excitement.
senseval2.d002.s006.t008	Young people, especially those below the age of 18, who are still in the care of their parents.
senseval2.d002.s006.t009	A statement or reply made in response to a question.
senseval2.d002.s007.t000	To intend or express; signify.
senseval2.d002.s008.t000	A single person or thing.
senseval2.d002.s009.t002	To consider or regard as equal or identical in value, meaning, or significance.
senseval2.d002.s009.t004	To inspire or give confidence to (someone) to do something.
senseval2.d002.s010.t000	A final or end product, especially of a process or activity.
senseval2.d002.s010.t001	A group of individuals born and living at about the same time, or a particular period of time in history.
senseval2.d002.s010.t002	Not very young, but rather at an early stage of life, development, or training.
senseval2.d002.s010.t003	Human beings collectively or individually considered as members of a community or population.
senseval2.d002.s010.t006	The quality of being incompetent; lack of the necessary skills, knowledge, or abilities to perform a task or function effectively.
senseval2.d002.s010.t007	To be equal to or rival in quality, degree, or extent.
senseval2.d002.s010.t008	Used to indicate that the thing or person referred to is the most extreme or notable example of its kind.
senseval2.d002.s010.t009	Having a high or satisfactory quality; of high standard.
senseval2.d002.s010.t010	A view or judgment formed about something, not necessarily based on fact or knowledge.
senseval2.d002.s011.t000	Entire, complete, or entire in amount, degree, or extent.
senseval2.d002.s011.t001	An idea or concept.
senseval2.d002.s011.t003	The process of teaching or learning, especially in a school or college.
senseval2.d002.s011.t004	Characterized by a sentimental or emotional attachment to a particular idea, period, or style; idealistic and often impractical.
senseval2.d002.s011.t005	A feeling of strong and uncontrolled anger or opposition to a person or thing that is seen as oppressive or unjust.
senseval2.d002.s011.t006	Trained or developed in self-control and self-regulation of one's emotions, desires, and impulses; orderly, systematic,
senseval2.d002.s011.t007	Guidance or direction given to someone, especially in a particular activity or subject.
senseval2.d002.s011.t009	Exercising control or power in a strict and severe manner; having or showing a desire for power and control.
senseval2.d002.s011.t010	The act of suppressing or the state of being suppressed: 1. The process of keeping strong emotions, desires, or thoughts
senseval2.d002.s011.t011	A feeling of dissatisfaction, usually because something is not happening or has not happened as hoped or expected.
senseval2.d002.s011.t012	Existing or able to be shown, but not yet visible or active.
senseval2.d002.s011.t013	Natural aptitudes or abilities, especially those that are innate or acquired through practice or study.
senseval2.d002.s011.t016	Used to indicate that the truth of what is said is not yet known or is not yet the case.
senseval2.d002.s011.t018	The qualities or abilities that a person has the potential to develop or exhibit.
senseval2.d002.s011.t019	Inherent refers to a quality, characteristic, or property that is natural, essential, or innate to something.
senseval2.d002.s011.t020	The spiritual part of a person, regarded as immortal and as the seat of emotions, character, and the will.
senseval2.d002.s011.t021	Young human beings from birth to adolescence, especially those who have not yet reached adulthood.
senseval2.d002.s012.t001	Adults who have produced offspring.
senseval2.d002.s012.t002	To discover or come upon (something) by chance or as a result of searching.
senseval2.d002.s012.t003	Characterized by a strong feeling of love or a sentimental and emotional attachment.
senseval2.d002.s012.t004	Used to indicate the extent or degree of something.
senseval2.d002.s012.t005	Arousing interest or pleasure, or having a quality that gives pleasure to the senses or mind.
senseval2.d002.s013.t001	Identical or nearly identical; not different in any of the characteristics or qualities specified.
senseval2.d002.s013.t002	Adults who have the care of a child or children.
senseval2.d002.s013.t003	To feel a strong desire for something.
senseval2.d002.s013.t004	The plural of child, referring to a human being between infancy and adulthood.
senseval2.d002.s013.t005	To receive or obtain something, especially as a result of one's efforts or actions.
senseval2.d002.s013.t006	Moderately good or satisfactory.
senseval2.d002.s013.t007	The process of teaching or learning, especially in a school or college.
senseval2.d002.s013.t013	To have a particular type of knowledge or understanding about something.
senseval2.d002.s013.t014	Requires or necessitates (something) as a necessity or obligation.
senseval2.d002.s014.t000	The state of being dedicated or pledged to a particular course of action, principle, or goal.
senseval2.d002.s014.t002	To remain alive or in existence.
senseval2.d002.s014.t003	Relating to or characteristic of the period of life from puberty to adulthood, typically from the age of 13 or 14
senseval2.d002.s014.t004	The inability to read or write.
senseval2.d002.s015.t000	Relating to or characteristic of the United States or its people.
senseval2.d002.s015.t001	The process of teaching or learning, especially in a school or college.
senseval2.d002.s015.t002	The time yet to come; a period of time expected to be later than the present.
senseval2.d002.s015.t003	Decided or settled definitely; fixed or settled definitely.
senseval2.d002.s015.t004	A stage in a process or a level of achievement, intensity, or quality; a unit of measurement of the temperature scale.
senseval2.d002.s015.t005	To give permission for something to happen or exist.
senseval2.d002.s015.t007	To succeed or continue to exist successfully; to gain the upper hand or control.
senseval2.d002.s015.t008	False impressions or false ideas about something, especially one that is created by the way something is presented or by someone's words or
senseval2.d002.s015.t010	To have or hold something in common with someone or something, or to participate in or contribute to something.
senseval2.d002.s016.t000	The process of teaching or learning, especially in a school, college, or university.
senseval2.d002.s016.t001	An organization or institution, especially a large or official one.
senseval2.d002.s016.t002	To engage in a struggle or contest, especially a physical one, or to resist or oppose something stubbornly or aggressively.
senseval2.d002.s017.t000	Plural of reason, a ground or explanation for an action, event, or situation.
senseval2.d002.s017.t002	Not complex or complicated; uncomplicated.
senseval2.d002.s017.t003	A cause or explanation for an action or event.
senseval2.d002.s018.t000	Characterized by or advocating for gradual or incremental change, especially in social or political systems, or moving forward in a series of
senseval2.d002.s018.t001	The process of teaching or learning, especially in a school or college.
senseval2.d002.s018.t002	Used to indicate a past time or state that is no longer current, but is being referred to for the sake of comparison or
senseval2.d002.s018.t003	Given as a name or title, especially one that is traditional or official.
senseval2.d002.s018.t004	At a great distance; at a considerable or large extent.
senseval2.d002.s018.t005	Greater in amount, extent, degree, or size.
senseval2.d002.s018.t007	Pleasing or acceptable to one's feelings or tastes.
senseval2.d002.s018.t008	People who teach or instruct others, especially in a school or university.
senseval2.d002.s018.t009	Trained or able to control one's feelings and actions according to a code of behavior; orderly and well-behaved.
senseval2.d002.s018.t010	The act of teaching or the information, guidance, or advice given to someone, especially in a school or college.
senseval2.d002.s019.t000	1. pleasing or attractive; agreeable2. not severe or harsh; lenient
senseval2.d002.s019.t001	A person who gives instruction, especially in a school or college.
senseval2.d002.s019.t002	To consider or regard something as being a particular thing or to regard something as being a particular way.
senseval2.d002.s019.t003	The combination of characteristics or qualities that form an individual's distinctive character or nature.
senseval2.d002.s019.t004	The process of growth or progress in something, especially in the ability or skill to do something.
senseval2.d002.s019.t005	Used to indicate a comparison between two things, often to suggest that the second is more so than the first.
senseval2.d002.s019.t006	More pleasing or agreeable.
senseval2.d002.s019.t007	To make something smaller or less in amount, degree, or intensity.
senseval2.d002.s019.t009	An evaluation or examination, especially one that is formal or systematic.
senseval2.d002.s019.t010	Used to indicate that something happens or is done frequently or repeatedly.
senseval2.d002.s019.t012	The outcome of a particular action, process, or situation.
senseval2.d002.s020.t001	Offers or furnishes something, such as information, assistance, or a service.
senseval2.d002.s020.t002	A person who teaches or instructs others, especially in a school or university.
senseval2.d002.s020.t003	A principal calling or vocation, especially one that requires specialized knowledge and often long and intensive academic preparation.
senseval2.d002.s020.t004	Completed or successfully finished (a course of study, examination, etc.).
senseval2.d002.s020.t005	A series of lectures, classes, or lessons given on a particular subject, especially in a college, university, or school.
senseval2.d002.s020.t006	Relating to the practice, science, or art of teaching.
senseval2.d002.s020.t008	Relating to education or the process of being educated.
senseval2.d002.s020.t009	A branch of knowledge or belief dealing with matters such as the nature of reality, truth, and knowledge itself.
senseval2.d002.s021.t000	To attend or be enrolled in (a course of study).
senseval2.d002.s021.t002	A series of lectures, discussions, and other educational activities offered as part of a curriculum.
senseval2.d002.s021.t003	An institution of higher learning offering facilities for teaching or training in a particular subject, typically at the undergraduate level.
senseval2.d002.s021.t004	To consider or reflect on something in the mind.
senseval2.d002.s022.t001	Used to indicate a moderate or average degree of something, such as quality, extent, or amount.
senseval2.d002.s022.t002	To express or characterize in words, especially in a particular way.
senseval2.d002.s022.t003	Thin, soft, and insipid food, especially a thin porridge made from oats, cornmeal, or other grain
senseval2.d002.s022.t004	A series of connected classes or lessons in a particular subject or skill, especially one that is part of a larger educational program.
senseval2.d002.s023.t002	People who teach or instruct, especially as a profession.
senseval2.d002.s023.t003	Clearly marked or easily distinguishable as being different from others.
senseval2.d002.s023.t004	Relating to education or the process of educating.
senseval2.d002.s023.t005	An institution or organization, especially a large or official one.
senseval2.d002.s024.t000	To have knowledge or information about something.
senseval2.d002.s024.t004	In a serious manner; with a serious intention or feeling.
senseval2.d002.s024.t005	Dedicated or devoted to a particular principle, activity, or cause.
senseval2.d002.s024.t007	The act or profession of imparting knowledge or skills to someone.
senseval2.d002.s025.t000	Of the highest quality or excellence.
senseval2.d002.s025.t001	Most talented, most exceptional, or most distinguished.
senseval2.d002.s025.t002	A complete stage of growth, development, or existence of a living thing; a group of individuals born and living at about the
senseval2.d002.s025.t003	Extremely, to a high degree.
senseval2.d002.s025.t006	Humans, especially when considered as a group or community.
senseval2.d002.s026.t000	A specific task or set of tasks that one is required to perform, especially as part of a regular or paid occupation.
senseval2.d002.s026.t001	In a satisfactory or effective manner.
senseval2.d002.s027.t000	To recall a piece of information, an event, or an experience from the past.
senseval2.d002.s027.t001	Used to emphasize that something is genuine, sincere, or authentic.
senseval2.d002.s027.t003	A person who teaches or gives instruction in a particular subject or skill.
senseval2.d002.s028.t000	The process of teaching or learning, especially in a school or college.
senseval2.d002.s028.t001	To continue in a particular way or direction, or to happen or develop in a particular way.
senseval2.d002.s028.t003	Having the necessary ability, skill, or knowledge to do something successfully.
senseval2.d002.s029.t000	A point of view or a particular aspect of something.
senseval2.d002.s029.t001	A person whose occupation is to teach or give instruction in a subject or skill.
senseval2.d002.s029.t002	To show a similarity or likeness between two things.
senseval2.d002.s029.t003	A single person or thing, especially one of two or more that are similar or related.
senseval2.d002.s030.t000	Exceptionally talented or gifted, especially in a particular field or activity.
senseval2.d002.s030.t001	Used to express a conclusion or judgment that is based on incomplete or uncertain information, but seems likely to be true.
senseval2.d002.s031.t000	Having sufficient ability or skill to perform a task.
senseval2.d002.s031.t002	To provide what is wanted or needed; to be useful or helpful.
senseval2.d002.s031.t003	In a satisfactory or acceptable manner; effectively.
senseval2.d002.s032.t000	A person who gives instruction in a particular subject or skill.
senseval2.d002.s032.t001	Having a significant or considerable influence, value, or effect.
senseval2.d002.s032.t002	Something that contributes to a particular situation or decision.
senseval2.d002.s032.t003	Relating to education or the process of educating.
senseval2.d002.s032.t004	A state of intense difficulty or danger; a turning point in a situation when a difficult or important decision must be made.
senseval2.d002.s033.t000	A question or situation that is difficult to deal with or solve.
senseval2.d002.s033.t001	Fairness or justice in the way people are treated.
senseval2.d002.s033.t002	Relating to education or the process of teaching or learning.
senseval2.d002.s033.t003	An issue or question that is being considered or needs to be solved.
senseval2.d002.s034.t002	Adults who teach in schools or educational institutions.
senseval2.d002.s034.t003	To consider or suppose something to be true or to have a particular quality.
senseval2.d002.s034.t004	To provide or receive a education; to teach or be taught.
senseval2.d002.s034.t005	Young people, especially those between the ages of 1 and 12.
senseval2.d002.s034.t006	Of superior quality, amount, or degree.
senseval2.d002.s034.t008	Received or obtained something, especially money.
senseval2.d002.s034.t010	A period of 365 or 366 days; a division of time.
senseval2.d002.s034.t011	A greater amount or extent of something.
senseval2.d002.s035.t002	Adults who teach in schools, universities, or colleges.
senseval2.d002.s035.t003	An organization of workers in a particular trade, industry, or occupation that bargains collectively with employers on wages, benefits, and
senseval2.d002.s035.t004	To have a particular opinion or attitude towards something, or to be willing to do something.
senseval2.d002.s035.t005	To cause (something, such as an idea or a rumor) to become widely known or accepted.
senseval2.d002.s035.t007	Having a limited or restricted scope, range, or extent; not broad or wide.
senseval2.d002.s035.t008	A reason or motive for doing something.
senseval2.d002.s036.t003	People who are elected to hold public office, especially in government.
senseval2.d002.s036.t004	To discover or come upon something, either by chance or by searching.
senseval2.d002.s036.t006	Makes something easier or more likely to happen.
senseval2.d002.s036.t007	To position oneself in a particular way, especially in order to gain favor or approval.
senseval2.d002.s036.t008	Affectionate, kind, or having a favorable disposition towards someone or something.
senseval2.d002.s036.t009	A position or attitude, especially one that is assumed or affected.
senseval2.d002.s036.t010	In the interest of; on behalf of; on the side of.
senseval2.d002.s036.t011	Having a significant or considerable degree of influence, power, or value.
senseval2.d002.s037.t000	A very thin strip or piece, especially of a leafy vegetable, such as lettuce or cabbage.
senseval2.d002.s037.t001	Something (such as a fact, sign, or indication) that makes it possible to form an opinion or come to a decision
senseval2.d002.s037.t002	Used to indicate a contrast or an exception.
senseval2.d002.s037.t003	Objects, matters, or circumstances considered collectively.
senseval2.d002.s037.t004	Having the same quantity, amount, or degree; identical.
senseval2.d002.s037.t006	A difference or variation between two or more things; an amount or degree by which one thing is greater or smaller than another.
senseval2.d002.s037.t007	A conclusion or outcome resulting from a particular action or set of circumstances.
senseval2.d002.s037.t008	Relating to education or the process of being educated.
senseval2.d002.s037.t009	A difference or variation, especially one that is small or subtle.
senseval2.d002.s038.t001	Something that tends to prove or disprove a statement or fact.
senseval2.d002.s038.t002	Having a high degree of certainty or confidence.
senseval2.d002.s039.t000	To have a desire or a feeling of wanting something.
senseval2.d002.s039.t001	Not joking or laughing; solemn and showing respect for what is being discussed.
senseval2.d002.s039.t002	Of or relating to the United States of America or its people.
senseval2.d002.s039.t003	The process of teaching or learning, especially in a school or college.
senseval2.d002.s039.t004	To perceive, understand, or be aware of something.
senseval2.d002.s039.t005	Used to indicate that something is precise or correct to the smallest detail.
senseval2.d002.s039.t006	Used to indicate that something is equally important or relevant.
senseval2.d002.s039.t007	Having a great deal of consequence or significance.
senseval2.d002.s040.t002	An institution for educating children.
senseval2.d002.s040.t003	Spread or lying at irregular intervals or in different directions; dispersed or spread out.
senseval2.d002.s040.t005	Most unfortunate or disadvantaged.
senseval2.d002.s040.t006	Identical; not different.
senseval2.d002.s041.t001	More than half of the total.
senseval2.d002.s041.t003	An institution for educating people, typically one that is not part of a university.
senseval2.d002.s041.t004	To have knowledge or information about something.
senseval2.d002.s041.t005	A series of actions or activities directed toward a specific goal or end.
senseval2.d002.s041.t006	Relating to education or the process of teaching and learning.
senseval2.d002.s041.t007	A change in the way something is done or organized, especially to make it better.
senseval2.d002.s041.t008	Certain to fail or meet a bad end; hopeless.
senseval2.d002.s042.t000	Used to emphasize or stress the truth or fact of something.
senseval2.d002.s042.t001	To perceive, understand, or be aware of something through experience or learning.
senseval2.d002.s042.t002	A necessity or requirement, especially one that is felt or recognized as essential.
senseval2.d002.s042.t003	To perceive, understand, or be aware of something in one's mind as a fact.
senseval2.d002.s042.t005	To take in and incorporate (information, ideas, etc.) into one's mind or system of thought.
senseval2.d002.s043.t000	A feeling or attitude of consideration and regard for someone or something.
senseval2.d002.s043.t004	Silent, unable to speak, or unwilling to speak.
senseval2.d002.s043.t005	Used to indicate a choice between two things, or to show a preference for one thing over another.
senseval2.d002.s043.t007	Showing care and interest; feeling or expressing sympathy or anxiety.
senseval2.d002.s044.t001	Having a natural tendency or tendency to do something.
senseval2.d002.s044.t002	To repeat or resemble the sound of something, especially words or a phrase, exactly or closely.
senseval2.d002.s044.t003	According to the dictionary, "conventional" refers to: 1. Adhering to or based on what is generally
senseval2.d002.s044.t004	Weak or insipid writing or talk.
senseval2.d002.s045.t000	Used to indicate that what follows is a consequence or result of what has just been mentioned.
senseval2.d002.s045.t001	Happening or existing not long ago; not long past.
senseval2.d002.s045.t002	The chief executive of a state or territory in the United States.
senseval2.d002.s045.t003	A meeting for discussion, consultation, or negotiation, typically with a formal or official character.
senseval2.d002.s045.t004	The process of teaching or receiving or giving systematic instruction, especially at a school or in a subject or activity.
senseval2.d002.s045.t005	To make a formal statement publicly, typically in a speech, declaration, or formal statement.
senseval2.d002.s045.t006	A nation or territory with its own government.
senseval2.d002.s045.t007	Requires or is in urgent need of something.
senseval2.d002.s045.t009	A course or method of action selected from among alternatives and in light of given objectives.
senseval2.d002.s045.t010	Young people below the age of puberty, especially between infancy and adolescence.
senseval2.d002.s046.t001	The process of growth or improvement in something, especially in a gradual and continuous way.
senseval2.d002.s046.t002	A course or principle of action adopted or proposed for guiding an organization or a particular set of circumstances.
senseval2.d002.s046.t003	A person who governs or has the authority to control and make decisions for a country, state, or organization.
senseval2.d002.s046.t004	To appear to be the case, although it may not necessarily be true.
senseval2.d002.s046.t005	Greater in amount, degree, or extent.
senseval2.d002.s046.t007	A necessity or requirement, especially one that is felt or recognized as essential or desirable.
senseval2.d002.s047.t002	To cause something (such as a system, a building, or a period of time) to be longer in duration, distance
senseval2.d002.s047.t003	Relating to education or the system of education.
senseval2.d002.s047.t004	A set of things working together as parts of a mechanism or an interconnecting network; a complex whole.
senseval2.d002.s048.t000	Worthy of being desired; pleasing or attractive.
senseval2.d002.s048.t002	A planned series of actions or operations undertaken to achieve a particular end.
senseval2.d002.s048.t003	Relating to education or the process of educating.
senseval2.d002.s048.t004	A series of planned events or activities, especially one organized by a company or institution.
senseval2.d002.s049.t000	To have certain knowledge or information about something.
senseval2.d002.s049.t001	Used to indicate a high degree or extent.
senseval2.d002.s049.t002	Happening or done before the expected or usual time.
